AGI,logFC,logCPM,LR,PValue,FDR,symbol2,full_name
AT4G37510,-0.041713802513747976,3.9417307625930507,0.10110915410767696,0.7505026440324434,1,NA,NA
AT2G11300,-0.159922249043303,-0.3282947256628137,0.10102435966894774,0.7506038082468892,1,NA,NA
AT2G17380,-0.04019245770128017,5.7727720612914455,0.10093339911948362,0.750712380935942,1,AP19,associated protein 19
AT2G36480,0.034721990843490085,4.649220116221632,0.100822534998807,0.750844783857164,1,NA,NA
AT3G05430,-0.07210608734954697,1.781542984493232,0.10080706200943901,0.7508632693270603,1,PDP4,PWWP DOMAIN PROTEIN 4
AT4G01090,0.035351369983190044,5.704137851881232,0.10068132238764704,0.751013547499658,1,NA,NA
AT2G29480,-0.14279932616893276,1.5943789540885482,0.100642953482323,0.7510594248044774,1,ATGSTU2;GST20;GSTU2,glutathione S-transferase tau 2;GLUTATHIONE S-TRANSFERASE 20;glutathione S-transferase tau 2
AT3G05330,0.05423477039828913,3.415058200286796,0.10048362583227721,0.751250034275562,1,ATN;ATTAN;TAN1,TANGLED;A. THALIANA TAN1;TANGLED1
AT2G17540,-0.04061723963532116,4.249373681943612,0.10037776607082982,0.7513767701332572,1,NA,NA
AT5G50870,0.0342560336342176,5.261644916335946,0.10033562216289482,0.7514272455043304,1,UBC27,ubiquitin-conjugating enzyme 27
AT1G80070,0.07895417538145567,7.637346422971518,0.10024093443332305,0.7515406946869359,1,EMB14;EMB177;EMB33;PRP8;SUS2;SUS2,EMBRYO DEFECTIVE 14;EMBRYO DEFECTIVE 177;EMBRYO DEFECTIVE 33;pre-mRNA processing 8;ABNORMAL SUSPENSOR 2;sucrose synthase 2
AT3G53960,-0.07739298487036052,2.4499300968050224,0.1001270655479587,0.7516772036887784,1,NA,NA
AT5G22090,-0.04842721675618328,6.4820647162539915,0.10005962864631002,0.7517580890782133,1,EAR1,enhancer of aba co-receptor 1
AT3G53580,-0.028829700097658242,6.535727203367729,0.10003026178522667,0.7517933217466413,1,NA,NA
AT1G62400,-0.13498940513996366,0.21378988618311354,0.1000238656638146,0.7518009961991652,1,HT1,high leaf temperature 1
AT5G25610,-0.14905664778379538,1.6756936087514922,0.10000652174042557,0.7518218078436865,1,ATRD22;RD22,NA;RESPONSIVE TO DESICCATION 22
AT3G15510,-0.11093052434944742,3.098215297935838,0.0999881239736542,0.7518438862054909,1,ANAC056;ATNAC2;NAC2;NARS1,Arabidopsis NAC domain containing protein 56;NAC domain containing protein  2;NAC domain containing protein  2;NAC-REGULATED SEED MORPHOLOGY 1
AT4G29780,-0.06891524128829832,4.329274438123886,0.09998522869107873,0.7518473609119813,1,NA,NA
AT1G61300,-0.22109599847579425,-1.6954337202007095,0.09990148672729404,0.7519478858524821,1,NA,NA
AT3G45110,-0.20860438174746748,-1.0265839783124293,0.09984669221115894,0.7520136869847804,1,NA,NA
AT1G03710,-0.31614291481389983,-1.9891685459616142,0.09983092955782524,0.7520326195720878,1,NA,NA
AT1G12390,0.03724240541976941,4.736768462369378,0.09977626429818365,0.7520982909778475,1,NA,NA
AT4G05220,-0.07815536774991645,1.3826707835797734,0.09975230625871845,0.7521270788957541,1,NHL21,"NA"
AT4G16910,0.15608028141043404,-0.27890350325177277,0.09971807000352229,0.7521682236901,1,NA,NA
AT2G15270,0.043466336462233045,4.259640104201588,0.09968421835373853,0.752208913907211,1,NA,NA
AT2G34970,0.03552241453271511,5.315513386591449,0.0995203517993204,0.7524059915752062,1,NA,NA
AT3G04680,0.03428018677517165,4.538715950839417,0.09949147365632705,0.7524407409864938,1,CLPS3,CLP-similar protein 3
AT5G42130,0.0462597184472565,3.9769282607607592,0.09944649681290052,0.752494873199471,1,AtMfl1;Mfl1,NA;MitoFerrinLike1
AT1G63650,-0.06597322349562541,3.878456558516174,0.09939118457869078,0.7525614631047607,1,AtEGL3;ATMYC-2;EGL1;EGL3,NA;NA;NA;ENHANCER OF GLABRA 3
AT5G44280,0.060748835428853495,3.4157648522274764,0.0992771780872026,0.7526987787948138,1,ATRING1A;RING1A,ARABIDOPSIS THALIANA RING 1A;RING 1A
AT1G10780,0.05049849581542957,3.482820510528186,0.09925533854319468,0.7527250934335876,1,NA,NA
AT4G01020,-0.044933960437276765,4.2352188774016675,0.09912021877876853,0.7528879710996655,1,NA,NA
AT1G23740,-0.26065281654169176,-1.5538326979569548,0.09908882717682488,0.7529258290009572,1,AOR,alkenal/one oxidoreductase
AT4G28690,-0.15089341485057356,-0.4166924216329271,0.0990689543548875,0.7529497987966298,1,NA,NA
AT1G67040,0.06868753230924363,1.6522060607201,0.0990529131637663,0.7529691489611686,1,TRM22,TON1 Recruiting Motif 22
AT5G13060,-0.05357372187503667,3.6806749169242425,0.09902598354950953,0.7530016374828484,1,ABAP1,ARMADILLO BTB protein 1
AT4G02485,0.07741698926310332,1.8738066659019625,0.09901853327543719,0.7530106265265438,1,NA,NA
AT3G54850,0.03999872085500749,5.424692585750691,0.09875663309520455,0.7533268556888612,1,ATPUB14;PUB14,NA;plant U-box 14
AT3G22880,0.058935660586874716,3.032368111053427,0.09865844053043382,0.7534455362135078,1,ARLIM15;ATDMC1;DMC1,ARABIDOPSIS HOMOLOG OF LILY MESSAGES INDUCED AT MEIOSIS 15;ARABIDOPSIS THALIANA DISRUPTION OF MEIOTIC CONTROL 1;DISRUPTION OF MEIOTIC CONTROL 1
AT5G25265,0.04072445063924572,6.744072858450491,0.09865117117385402,0.7534543249065522,1,HPAT1,hydroxyproline O-arabinosylatransferase 1
AT5G09910,-0.14397637607031127,-0.7547101812130043,0.09863752846368712,0.7534708199803625,1,NA,NA
AT1G55180,0.037944003999549364,3.958524777400583,0.0985763523589096,0.7535448019561465,1,PLDALPHA4;PLDEPSILON,NA;phospholipase D alpha 4
AT3G07540,-0.061797400983413825,4.29333589080673,0.09852997828574317,0.7536009002270353,1,FH10,Formin 10
AT5G10180,-0.08860588008344292,4.249371759463832,0.09846446259239272,0.75368017865441,1,AST68;SULTR2;1,ARABIDOPSIS SULFATE TRANSPORTER 68;sulfate transporter 2;1
AT1G16880,0.03555620166886458,6.10057500044298,0.09831345742588837,0.7538630155464522,1,ACR11,ACT domain repeats 11
AT1G24160,0.03175541742559871,5.794979263727095,0.09829623762169604,0.7538838750602574,1,NA,NA
AT3G55920,-0.04548828095827926,4.247964913448197,0.09829017307285604,0.753891221936371,1,CYP21-2,Cyclophylin 12-2
AT4G13630,-0.03483754588636421,4.930412603543791,0.09827154645549463,0.7539137886422401,1,NA,NA
AT1G75770,-0.12228716469654229,0.34301672867485944,0.0982572042117571,0.7539311663015297,1,NA,NA
AT5G21910,0.16244739248081203,-0.015584047443507503,0.09818323039121424,0.7540208181872646,1,NA,NA
AT5G59610,0.08255478138272153,2.5620638615429097,0.09804329705057313,0.754190510594934,1,DJC73,DNA J protein C73
AT5G13590,0.04155055317822304,6.327898156906894,0.09786286948133949,0.7544095053512512,1,NA,NA
AT1G18680,0.0732691241900947,2.0758827800187385,0.09781354724928981,0.7544694089962506,1,M20,"NA"
AT5G05510,-0.04988234158661268,3.013513820182251,0.09773732280229197,0.7545620189809626,1,NA,NA
AT4G21460,0.0367049649041758,4.594615673429045,0.0977338132085519,0.7545662839666988,1,NA,NA
AT1G18360,-0.0530088705286516,2.9105899335649688,0.09769077550397842,0.7546185917851949,1,MAGL2,"NA"
AT2G36010,0.06731308858374914,3.191416321053857,0.09762577125314742,0.7546976216218442,1,ATE2FA;E2F3,NA;E2F transcription factor 3
AT1G71130,0.09324220670273621,3.2650044404260026,0.09752653656870791,0.754818323306951,1,AtERF070;CRF8;ERF070,NA;cytokinin response factor 8;ethylene response factor 70
AT5G17690,0.03744778145410971,4.675684469060603,0.09735450184027883,0.75502773334834,1,AtLHP1;LHP1;TFL2,NA;LIKE HETEROCHROMATIN PROTEIN 1;TERMINAL FLOWER 2
AT1G32583,-0.09262984030743247,1.7374860618335486,0.09722459673569439,0.7551859954962555,1,NA,NA
AT3G19280,0.04738012443678561,2.9161634358435298,0.09721858881314205,0.7551933176968929,1,ATFUT11;FUCT1;FUCTA;FUT11,NA;NA;NA;fucosyltransferase 11
AT1G16020,0.03502620021087364,4.477662624703141,0.09718166319068189,0.7552383265285656,1,CCZ1a,CALCIUM CAFFEINE ZINC SENSITIVITY 1a
AT3G46590,0.030325470566922634,5.6994854612320855,0.09685561642103302,0.7556361544040247,1,ATTRP2;TRFL1;TRP2,NA;TRF-like 1;NA
AT1G08480,-0.03566089428076313,6.367420851361756,0.09676197886916782,0.7557505425322593,1,SDH6,succinate dehydrogenase 6
AT4G17180,0.05474169692659711,2.7758311447643633,0.09664401600665862,0.7558947330273638,1,NA,NA
AT2G16500,-0.03894202251595343,6.78730785274317,0.09662784128744306,0.7559145115240552,1,ADC1;ARGDC;ARGDC1;AtADC1;SPE1,arginine decarboxylase 1;NA;NA;NA;NA
AT2G21190,0.034394236288545973,5.339509217241295,0.09662241875611244,0.7559211426184436,1,NA,NA
AT5G20260,0.21510722193497167,-2.1741452661291936,0.09634477000790653,0.7562609462548291,1,NA,NA
AT1G48240,0.05187102649513036,4.381369255847006,0.09629933448164252,0.75631660413998,1,ATNPSN12;NPSN12,NA;novel plant snare 12
AT2G20635,-0.052268922244440144,3.8267768300665415,0.09620678868778398,0.7564300159812726,1,NA,NA
AT3G17120,-0.038690596151055724,4.647470324305529,0.09619484097031261,0.7564446618755054,1,NA,NA
AT5G63480,-0.0639790945555088,2.38279959199342,0.09597408907298721,0.7567154462017328,1,NA,NA
AT2G20420,0.030504372775996456,7.920490612184972,0.09587990038357752,0.7568310862148052,1,NA,NA
AT3G11960,0.03655477192906243,6.063909566549136,0.09572111236565206,0.7570261789579631,1,NA,NA
AT3G08660,-0.1888407800694334,-0.8398702707534005,0.09568374722720208,0.7570721128941912,1,NA,NA
AT1G60540,0.21227356938671696,0.47868756404092244,0.09564744061589892,0.7571167549697082,1,DRP4B,Dynamin related protein 4B
AT2G39540,-0.2928564003851778,-1.6418463718643626,0.09558062277871215,0.7571989374696398,1,NA,NA
AT2G31880,-0.06817050756711092,6.246481960212802,0.0955722723567547,0.7572092102708311,1,EVR;SOBIR1,EVERSHED;SUPPRESSOR OF BIR1 1
AT4G32650,0.03595335080080505,6.80236240151174,0.0955642891372861,0.7572190317943183,1,ATKC1;AtLKT1;KAT3;KC1,ARABIDOPSIS THALIANA K+ RECTIFYING CHANNEL 1;A. thaliana low-K+-tolerant 1;potassium channel in Arabidopsis thaliana 3;NA
AT4G31580,-0.04494034971189918,5.9601151290681385,0.09521620792380325,0.7576477038005166,1,At-RSZ22;AtRSZ22;RSZ22;RSZP22;SRZ-22;SRZ22,RS-containing zinc finger protein 22;NA;RS-containing zinc finger protein 22;RS-CONTAINING ZINC FINGER PROTEIN 22;serine/arginine-rich 22;NA
AT1G56555,-0.1410025010311375,-0.4645316238195373,0.09512896151159822,0.7577552847216347,1,NA,NA
AT4G13450,-0.2594727834075525,-2.1973185784208273,0.09500997717232806,0.7579020878410235,1,NA,NA
AT4G24390,0.033567437547307934,4.611048991701575,0.0949224178907615,0.7580101829628366,1,AFB4,auxin signaling F-box 4
AT5G60710,0.03613513001483329,5.663013716054695,0.09492041640731941,0.7580126545050748,1,NA,NA
AT1G80310,-0.04575510544562471,5.749908891007706,0.09481414812828959,0.7581439214365483,1,MOT2,molybdate transporter 2
AT1G29430,-0.3915138473940912,-2.1624923482524596,0.09464303691750686,0.7583554543653921,1,SAUR62,SMALL AUXIN UPREGULATED RNA 62
AT4G19440,0.04614740601443036,4.0357214435986135,0.0946041574819283,0.7584035474950511,1,NA,NA
AT1G24210,0.15864177750277658,-0.5342049546814431,0.09450410651733776,0.7585273584111589,1,NA,NA
AT4G31320,0.05975915532312727,5.384134214612745,0.0944829023126772,0.7585536073694189,1,SAUR37,SMALL AUXIN UPREGULATED RNA 37
AT1G08000,0.05276413501134867,3.3423473205294925,0.0944795167336121,0.7585577987198241,1,GATA10,GATA transcription factor 10
AT5G51880,-0.037345041052018385,4.7687709563972955,0.09444618742553956,0.7585990648259385,1,NA,NA
AT5G44690,-0.08144545444473997,3.2575879193942754,0.0942986407489137,0.7587818429818516,1,NA,NA
AT1G12010,0.07045248475503518,6.915082791740397,0.09427087645059373,0.7588162543822778,1,ACO3,1-amino-cyclopropane-1-carboxylic acid oxidase 3
AT1G25098,0.043807941050584553,7.662821213541549,0.09423415043096384,0.7588617815660603,1,NA,NA
AT1G59650,0.03402063556404536,5.193062960957289,0.09422116718210738,0.7588778784929344,1,CW14,"NA"
AT5G45740,-0.15400968924833763,-0.44802101297457886,0.09389520674390184,0.7592824100025094,1,NA,NA
AT2G24180,-0.13489008320041035,6.304784276452354,0.0938432498991233,0.7593469617155695,1,CYP71B6,cytochrome p450 71b6
AT5G23600,0.13127608348450392,-0.33197561620467714,0.09378869767315123,0.7594147589957841,1,NA,NA
AT1G45030,-0.2607879112621509,-2.4283714067910993,0.0937167242957706,0.759504240215855,1,NA,NA
AT5G28420,-0.25224540948965607,-2.211237504586373,0.09359157327605594,0.7596599243062843,1,NA,NA
AT2G03270,-0.04376386659169052,3.4253052217032276,0.09345886940598902,0.7598251283096333,1,NA,NA
AT1G59870,-0.108399330900199,9.60663809552103,0.09336040379048427,0.7599477917653945,1,ABCG36;ATABCG36;ATPDR8;PDR8;PEN3,ATP-binding cassette G36;Arabidopsis thaliana ATP-binding cassette G36;ARABIDOPSIS PLEIOTROPIC DRUG RESISTANCE 8;PLEIOTROPIC DRUG RESISTANCE 8;PENETRATION 3
AT1G55175,-0.26284178481831894,-1.9052478806774225,0.09333974536018808,0.759973535961792,1,NA,NA
AT1G48230,0.04111674749882689,5.9312450506638434,0.09333380063679186,0.7599809447555338,1,NA,NA
AT2G01905,-0.10228126397083154,0.9673164946273702,0.09321612894157738,0.7601276498349324,1,CYCJ18,cyclin J18
AT3G01060,0.13541959230732656,-0.8214972949244295,0.09296536036436365,0.7604406291502038,1,NA,NA
AT2G11891,0.18206856645963126,-1.1304316080932655,0.09288406367846846,0.7605421929549327,1,NA,NA
AT2G31470,0.21740581843577264,-1.2546775262996228,0.09287431749776331,0.7605543721014298,1,DOR,DROUGHT TOLERANCE REPRESSOR
AT1G27690,0.04500707747418281,3.7253873872547736,0.09282773747871609,0.7606125896655005,1,BDR3,Boundary of ROP domain3
AT5G28540,-0.05836515495484702,8.850753763397535,0.09273232010612276,0.760731895959658,1,BIP1,"NA"
AT1G01960,0.049323627787842446,7.075428402937936,0.09262199446319919,0.7608699266348024,1,BIG3;EDA10,BIG3;embryo sac development arrest 10
AT3G07480,-0.035746321630900836,7.032366277267968,0.09260316271627289,0.760893496392697,1,NA,NA
AT4G35470,0.03581165694327431,5.626886250943709,0.09259231215333052,0.760907078113729,1,PIRL4,plant intracellular ras group-related LRR 4
AT2G28740,0.05020526929994475,5.724138574394921,0.09227662939198922,0.7613026015582807,1,HIS4,histone H4
AT4G17788,-0.2522710446851852,-1.6021789650238916,0.09226369007253865,0.7613188291717401,1,MIR160;MIR160B,MICRORNA 160;microRNA160B
AT4G04560,-0.206348166374449,-1.1355206193711858,0.09225380358026669,0.7613312289748503,1,NA,NA
AT5G27440,-0.07897339427533746,0.9214884682114967,0.09225141023986305,0.7613342308513125,1,NA,NA
AT3G16050,0.04956754101562024,4.725688398387426,0.09222918349554377,0.7613621110489708,1,A37;ATPDX1.2;PDX1.2,NA;ARABIDOPSIS THALIANA PYRIDOXINE BIOSYNTHESIS 1.2;pyridoxine biosynthesis 1.2
AT4G03635,-0.05691036974115756,2.2154824753786038,0.09221270916684254,0.761382778050991,1,NA,NA
AT4G29960,0.03528706541296541,5.221159203444311,0.09220920250049147,0.7613871774149773,1,EBS7,ethyl methanesulfonate-mutagenized brassinosteroid- insensitive 1 suppressor 7
AT5G64450,0.18206661984341163,-0.637951023901513,0.09215650440103929,0.7614533019600793,1,NA,NA
AT3G05510,0.043798747020614974,3.512789295723071,0.09214905202908596,0.7614626547170766,1,NA,NA
AT4G19006,0.034592506798168186,5.971100599105294,0.09200205949460738,0.7616472154275945,1,NA,NA
AT2G29390,-0.03644711890048551,5.234368921572062,0.09186407295438315,0.7618206149670314,1,ATSMO2;ATSMO2-2;SMO2-2,STEROL 4-ALPHA-METHYL-OXIDASE 2;Arabidopsis thaliana sterol 4-alpha-methyl-oxidase 2-2;sterol 4-alpha-methyl-oxidase 2-2
AT3G53130,-0.21622513240840227,-1.3002279390533507,0.09163069605128271,0.7621142098581634,1,CYP97C1;LUT1,CYTOCHROME P450 97C1;LUTEIN DEFICIENT 1
AT1G54000,-0.0573325703060422,8.790009513939744,0.09160668828974394,0.7621444354591803,1,GLL22,GDSL lipase-like protein 22
AT1G80980,-0.07259376511969899,3.1055673133960333,0.09144829995205406,0.7623439536880795,1,NA,NA
AT4G32280,0.12603335193208878,-0.357420403004701,0.09144398779584151,0.7623493882504192,1,IAA29,indole-3-acetic acid inducible 29
AT5G40550,0.04992995963593928,3.768090013352497,0.09142463455047967,0.7623737806520364,1,AtSGF29b;SGF29b,NA;SaGa associated Factor 29 b
AT3G19740,0.045455823635915625,5.901905224116778,0.09135094258137855,0.7624666861779877,1,NA,NA
AT5G61190,-0.03635389448284767,5.4494840685987205,0.09126710945282213,0.7625724266862592,1,NA,NA
AT3G01970,-0.20099082589269257,1.2551980037922332,0.09122031469906133,0.7626314729528342,1,ATWRKY45;WRKY45,WRKY DNA-BINDING PROTEIN 45;WRKY DNA-binding protein 45
AT3G13062,0.03143736483786293,4.725982711088064,0.09113201331943266,0.7627429378854328,1,NA,NA
AT1G26240,-0.22052342359061888,7.212343013954936,0.09106936965622481,0.7628220502049873,1,EXT19,extensin 19
AT1G80350,-0.03584072240251101,5.215253183516203,0.09102656464055325,0.7628761254863374,1,AAA1;ATKTN1;BOT1;ERH3;FRA2;FRC2;FRC4;FTR;KTN1;LUE1,NA;NA;BOTERO 1;ECTOPIC ROOT HAIR 3;FRAGILE FIBER 2;FURCA2;NA;FAT ROOT;KATANIN 1;NA
AT1G53240,-0.03918297266484911,8.34628322740845,0.09102148544940292,0.7628825429141093,1,mMDH1,mitochondrial malate dehydrogenase 1
AT3G09030,0.04512461163834792,4.347463750664179,0.09098690413714117,0.7629262407090043,1,EAP3,ENDOPLASMIC RETICULUM-ARRESTED PEN3
AT5G42400,0.03482426569427542,5.144993552261485,0.0909660787399389,0.7629525605628869,1,ATXR7;SDG25,ARABIDOPSIS TRITHORAX-RELATED7;SET domain protein 25
AT5G52830,0.038606806447248475,5.169940247096375,0.09091745193285306,0.7630140295957877,1,ATWRKY27;WRKY27,ARABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 27;WRKY DNA-binding protein 27
AT3G51370,-0.033336579414798374,7.177253764333513,0.09082396444647856,0.763132257307551,1,PP2C.D6,D-CLADE TYPE 2C PROTEIN PHOSPHATASE 6
AT4G12510,0.06238977653688905,6.512135768216958,0.09081519100490709,0.763143355930418,1,AZI5,"NA"
AT1G22520,-0.048647412027075246,4.527573491750596,0.09078948325469582,0.763175880244628,1,NA,NA
AT3G51478,0.2492711711233709,-1.926416232145224,0.09054221777610039,0.763488966463337,1,NA,NA
AT5G14750,-0.04927940123273362,3.9615188640360515,0.09052213046804347,0.7635144213706256,1,ATMYB66;MYB66;WER;WER1,myb domain protein 66;myb domain protein 66;WEREWOLF;WEREWOLF 1
AT5G67080,-0.20314520135058745,1.7960023182646092,0.09050738908499056,0.7635331038093154,1,MAPKKK19;MKK19,mitogen-activated protein kinase kinase kinase 19;NA
AT2G04230,0.08382798965073009,1.4489134542306212,0.09050458258306548,0.7635366608074181,1,NA,NA
AT3G23820,0.03571309925698344,7.570809939736449,0.09049769990474488,0.7635453842606496,1,GAE6,UDP-D-glucuronate 4-epimerase 6
AT2G01630,-0.038026959396492165,4.79429193918802,0.09045814790940376,0.763595521465868,1,NA,NA
AT1G72240,0.07605841888067993,1.8135967941130815,0.09042096683647216,0.7636426641245787,1,NA,NA
AT2G16880,0.03931603553221373,4.301195301634615,0.09034049204871053,0.763744735994309,1,NA,NA
AT3G52530,-0.10356261910854644,1.0272091855108256,0.09031496004403827,0.7637771304007702,1,ZRK11,"NA"
AT3G62090,0.05521115659772199,3.8581890838924324,0.09025347065106004,0.7638551671906536,1,PIF6;PIL2,PHYTOCHROME-INTERACTING FACTOR 6;phytochrome interacting factor 3-like 2
AT1G18970,0.23051458185992815,6.6099907958532045,0.09017315916003099,0.7639571349492719,1,GLP4,germin-like protein 4
AT5G57960,0.054292199671136986,2.841163563376952,0.090133641530727,0.7640073268143074,1,Hflx,"NA"
AT1G03260,0.04014621003697718,3.5081421714040495,0.09012625741286673,0.7640167068102875,1,NA,NA
AT4G21105,0.03984919498469384,7.525118216772918,0.09012260982859743,0.7640213404669781,1,NA,NA
AT3G47875,-0.12098744110224648,0.4059689406658661,0.09008338439454988,0.7640711763996776,1,NA,NA
AT3G13784,0.209612111167625,-1.101565444968815,0.09008332318684609,0.764071254173336,1,AtcwINV5;CWINV5,cell wall invertase 5;cell wall invertase 5
AT2G38600,0.08527143263339428,4.195144922284185,0.08993522097692619,0.7642595248805384,1,NA,NA
AT1G09840,-0.032396709537228785,6.547541196376269,0.08984621342336219,0.764372754487626,1,AtHIR1;ATSK41;SK41,NA;shaggy-like protein kinase 41;shaggy-like protein kinase 41
AT5G41850,-0.05607958915872472,2.3591218715540876,0.08982048384096863,0.7644054973728868,1,NA,NA
AT5G09290,-0.05705901531785347,5.387927435910513,0.08970020515580757,0.7645586291410165,1,NA,NA
AT5G53048,-0.3066326481174091,1.746062973337893,0.08966001062702134,0.7646098273962816,1,NA,NA
AT4G40042,0.048491511963140776,3.78963529331976,0.08945039819604261,0.7648770265628833,1,NA,NA
AT3G08020,0.03595759825138935,4.215338022305402,0.08936736700538361,0.7649829631843177,1,NA,NA
AT1G55980,0.07589198797128381,2.016087162628394,0.0893474671333756,0.7650083607054123,1,NA,NA
AT5G50180,-0.041454282004594445,5.293801606476995,0.08928328978598543,0.7650902890399528,1,NA,NA
AT5G01110,-0.07879388344663431,1.6285888218837807,0.08928311325013638,0.7650905144485614,1,NA,NA
AT2G43720,0.06565180086054567,2.3038008680047106,0.08923568123724657,0.7651510864910781,1,NA,NA
AT1G53860,-0.13012678401875802,0.8845648921978482,0.08917695852374408,0.7652261013798629,1,NA,NA
AT3G53650,0.07772359859841103,3.380504926226071,0.08898099008143134,0.7654766346567147,1,NA,NA
AT3G07660,-0.033397455884607324,6.420380820802633,0.08891860598209789,0.7655564518212983,1,NA,NA
AT5G13860,0.050840772857834074,3.812696456091275,0.08883867181228666,0.7656587679495147,1,ELC-Like;Vps23B;VPS32.1,ELCH-like;Vacuolar protein sorting 23B;VACUOLAR PROTEIN SORTING 32.1
AT1G70885,0.08814729981286121,2.272005280451497,0.0887151649830944,0.7658169558893585,1,NA,NA
AT1G10350,0.03869856646407434,4.6778305422899775,0.08851474410972493,0.7660739108979591,1,NA,NA
AT1G67400,-0.11042302745236256,0.6120570357465659,0.08849432612239383,0.7661001060979437,1,NA,NA
AT5G03970,-0.05263094643869876,3.483304020347592,0.08846506163864021,0.7661376566224436,1,NA,NA
AT3G58540,0.09712311219519083,0.2231291401982274,0.08843357712156497,0.7661780633175451,1,NA,NA
AT2G26110,0.03269122509655951,5.421929487226519,0.08827629601177556,0.7663800325597447,1,NA,NA
AT1G54030,-0.04510848035414461,6.294603877053515,0.08806921358457487,0.7666462519697681,1,ERMO3;GOLD36;MVP1;NUC,ENDOPLASMIC RETICULUM MORPHOLOGY 3;GOLGI DEFECTS 36;MODIFIED VACUOLE PHENOTYPE 1;NUCLEAR CAGE
AT1G77810,0.03807147619409481,4.24543575603556,0.08790235846197536,0.766861004125599,1,NA,NA
AT3G18430,-0.03412318838269367,4.895869066169608,0.08773901953774121,0.7670714456147075,1,NA,NA
AT4G04620,-0.04709311538905333,4.506460070153014,0.08762632515725954,0.7672167622758923,1,ATG8B,autophagy 8b
AT5G04460,-0.03262558991269957,5.556793925301527,0.08757940351718929,0.7672772965557475,1,NA,NA
AT4G14504,-0.19169843525295166,-1.8733664480246546,0.0874201540593571,0.7674828781657428,1,MIR852A,microRNA852A
AT5G56530,0.031286652257016954,5.743447013101335,0.08741373065018188,0.767491174676868,1,NA,NA
AT1G51520,0.06405699915038972,2.400976305881235,0.08723901188273153,0.7677169696625696,1,NA,NA
AT2G41020,-0.03932948659859856,3.995392227021967,0.08707090248720206,0.7679344553093758,1,NA,NA
AT5G65120,0.04763622078992813,3.2410565424776054,0.08693528479464518,0.7681100723369588,1,NA,NA
AT3G54150,0.26903670056741247,3.2318530367973066,0.08693427897174644,0.7681113753751717,1,EFD,EXINE FORMATION DEFECTIVE
AT3G09090,0.041776883500950504,6.146363592451461,0.08687538918913162,0.7681876810629644,1,DEX1,DEFECTIVE IN EXINE FORMATION 1
AT2G44880,-0.11922249389090765,0.38306199375804423,0.08686267208354082,0.7682041627812028,1,AHG11,ABA hypersensitive germination 11
AT3G13470,-0.06402430644653812,5.686550050827007,0.08686133671055529,0.7682058935373552,1,Cpn60beta2;CPNB2,chaperonin-60beta2;NA
AT4G08480,-0.03939453792383478,4.818436078463687,0.08681559630023372,0.768265185703899,1,MAPKKK9;MEKK2;SUMM1,mitogen-activated protein kinase kinase kinase 9;MAPK/ERK KINASE KINASE 2;suppressor of mkk1 mkk2 1
AT5G15050,0.03970856681261114,3.9671829068437585,0.08672796616741607,0.7683788259174629,1,GlcAT14B,GlcA transferase 14B
AT5G38050,0.062373059398178665,2.229850332311489,0.08669060267883033,0.7684272984827822,1,NA,NA
AT1G64618,-0.18793850958238706,-1.5758109468536297,0.08638789287868676,0.7688204304923808,1,NA,NA
AT1G03150,-0.0393488817004841,4.191113961581609,0.08634374081252538,0.7688778336866787,1,NAA20,NatB catalytic subunit
AT1G53770,-0.04005370365036075,4.36592363525993,0.08633921436615744,0.7688837195326521,1,NA,NA
AT1G03170,-0.18793385604302748,-1.2880377793703197,0.08625250183241562,0.7689965062803434,1,FAF2;FTM5,FANTASTIC FOUR 2;FLORAL TRANSITION AT THE MERISTEM5
AT4G23271,-0.3242529494681864,-1.5502758285080038,0.08621432856973144,0.7690461776583039,1,NA,NA
AT4G10760,-0.0414557426705161,4.964632777942441,0.08606306733231861,0.7692431176099973,1,EMB1706;MTA,EMBRYO DEFECTIVE 1706;mRNAadenosine methylase
AT1G64520,0.029672200303133178,6.952457631521196,0.08594271984037505,0.7693999426168453,1,RPN12a,regulatory particle non-ATPase 12A
AT2G31040,0.038765886217897276,3.9140162822756666,0.08581365559661691,0.7695682590007892,1,AtCGL160;CGL160,NA;CONSERVED ONLY IN THE GREEN LINEAGE 160
AT2G37960,0.07910570502130787,1.4890723098761398,0.08572743988820797,0.7696807719611799,1,NA,NA
AT1G28140,0.0410022221388489,3.730661247536172,0.08572276480019525,0.7696868747856869,1,NA,NA
AT4G35110,-0.043579298741324296,5.305602740111048,0.0857060391034139,0.7697087098633043,1,PEARLI 4,phospholipase-like protein 4
AT1G66280,0.0655554590826499,9.287819098993094,0.08538702780401763,0.7701256166167809,1,BGLU22,"NA"
AT4G26795,0.08957909136129644,0.9903117084977092,0.08535622633041129,0.7701659149023096,1,NA,NA
AT4G35400,-0.42018933905832984,-2.79538608818221,0.08533675361058357,0.7701913955870574,1,NA,NA
AT1G59710,-0.03180855092973973,5.196009985236272,0.08531365982140127,0.7702216186486368,1,NA,NA
AT1G11040,0.23511109456009446,-2.1019065168656494,0.08528205096920871,0.7702629926518149,1,NA,NA
AT2G28100,0.05222791985642004,4.3068945336629305,0.08522224279064616,0.7703413005772262,1,ATFUC1;FUC1,alpha-L-fucosidase 1;alpha-L-fucosidase 1
