"","genes","logFC","logCPM","LR","PValue","FDR","AGI","At_symbol","At_short_description","perc_ID"
"21522","BraA02g025540.3C",-0.075499499958039,1.10003456166299,0.0339403092852706,0.853833842387999,0.947624519331546,"AT1G80820","ATCCR2","cinnamoyl coa reductase",91.592
"21523","BraA05g010860.3C",-0.0656741932232806,0.876990435110731,0.0339142252112907,0.853889387243967,0.947624519331546,"AT2G34200",NA,"RING/FYVE/PHD zinc finger superfamily protein",73.89
"21524","BraA08g006570.3C",0.0586820639672871,0.591078663253646,0.0339135616813913,0.853890800488875,0.947624519331546,"AT4G13345","MEE55","Serinc-domain containing serine and sphingolipid biosynthesis protein",88.964
"21525","BraA07g033400.3C",-0.0239333371928723,3.72989526833562,0.0339081353234256,0.853902358564468,0.947624519331546,"AT1G68220",NA,"Protein of unknown function (DUF1218)",86.381
"21526","BraA10g017250.3C",0.0304108286273706,2.70204677683647,0.0338960674064097,0.853928066507325,0.947624519331546,"AT5G59380","ATMBD6","methyl-CPG-binding domain 6",79.046
"21527","BraA02g004190.3C",0.037518300807004,2.54852534833169,0.0338787906548035,0.853964878920386,0.947624519331546,"AT5G11890","EMB3135",NA,80.308
"21528","BraA08g018330.3C",0.0366697512778647,2.73524610397632,0.0338271285443597,0.854075015819146,0.947683883449734,"AT4G29920","AtHSPR",NA,83.475
"21529","BraA08g035660.3C",0.037741310802805,1.5375046294808,0.0338056325046807,0.854120868193753,0.947683883449734,"AT1G02420",NA,"Pentatricopeptide repeat (PPR) superfamily protein",86.338
"21530","BraA06g014760.3C",0.0805706257669768,0.452131788699644,0.0337843895064296,0.854166195623677,0.947683883449734,"AT1G19200",NA,"Protein of unknown function (DUF581)",71.314
"21531","BraA03g045530.3C",0.0608883470874627,0.184364162471251,0.0337760613296396,0.854183969962229,0.947683883449734,"AT3G51300","ARAC11",NA,93.434
"21532","BraA10g025300.3C",0.0301299299519402,3.04540546982553,0.0337374272506992,0.85426645405196,0.947683883449734,"AT3G12600","atnudt16","nudix hydrolase homolog 16",80.354
"21533","BraA02g026700.3C",0.0482270832418399,2.07527940137859,0.0337082416269467,0.854328797985465,0.947683883449734,"AT4G00970","CRK41",NA,77.844
"21534","BraA02g013560.3C",0.0529414337680399,0.747771236039843,0.0336991636824067,0.854348195233474,0.947683883449734,"AT5G55050",NA,"GDSL-like Lipase/Acylhydrolase superfamily protein",82.945
"21535","BraA09g062630.3C",0.0293052797272773,3.33840437593583,0.0336966996304469,0.854353460748932,0.947683883449734,"AT1G08760","CORD2","Plant protein of unknown function (DUF936)",79.976
"21536","BraA07g009790.3C",0.0327005249537265,3.48147164623675,0.0336864229909324,0.854375423391388,0.947683883449734,"AT3G23330",NA,NA,86.729
"21537","BraA02g037090.3C",0.0284722315389107,4.00857971211096,0.0336504387119554,0.854452354225601,0.947725209534343,"AT3G26744","ATICE1","basic helix-loop-helix (bHLH) DNA-binding superfamily protein",87.391
"21538","BraA01g039080.3C",-0.0632074852019375,1.5536367576962,0.0336068671222165,0.854545562912598,0.9477845857023,"AT3G12250","BZIP45","TGACG motif-binding factor 6",89.903
"21539","BraA02g039600.3C",-0.117602126679132,0.126955015911386,0.0335726531993572,0.85461879738833,0.947819910734734,"AT5G48400","ATGLR1.2","Glutamate receptor family protein",80.616
"21540","BraA03g057830.3C",-0.0322814007797428,3.52668787857525,0.0335549209904791,0.854656768135724,0.947819910734734,"AT4G33360","FLDH","NAD(P)-binding Rossmann-fold superfamily protein",85.615
"21541","BraA10g003100.3C",0.0483354270573967,1.46023120362704,0.0335043278675187,0.854765162418353,0.947877975362505,"AT1G04555",NA,NA,84.419
"21542","BraA09g030810.3C",0.0308574798499881,2.88779949804749,0.0334934468857853,0.854788485652172,0.947877975362505,"AT1G34630",NA,NA,86.314
"21543","BraA04g030960.3C",0.035044657000086,2.23732101958174,0.0334724820639352,0.854833434499919,0.94788381763608,"AT2G44770",NA,"ELMO/CED-12 family protein",92.509
"21544","BraA06g013890.3C",-0.067654099977164,0.262589646679125,0.0334501702594601,0.85488128727827,0.947892879247276,"AT1G18250","ATLP-1","Pathogenesis-related thaumatin superfamily protein",88.98
"21545","BraA09g023370.3C",0.0200223360933707,4.14999114190158,0.0333611531969424,0.855072369127866,0.948056235281477,"AT2G02040","AtNPF8.3","peptide transporter 2",86.823
"21546","BraA01g025390.3C",-0.0332926023625696,3.25025713997731,0.0333445728565067,0.855107989173422,0.948056235281477,"AT3G46290","HERK1",NA,83.84
"21547","BraA03g001740.3C",0.0199856070372545,7.22800122065411,0.0332653207358398,0.85527837544005,0.948167431193985,"AT5G04830",NA,"Nuclear transport factor 2 (NTF2) family protein",87.828
"21548","BraA07g010040.3C",0.0530335242447822,1.68396702203296,0.0332532901163702,0.85530425871965,0.948167431193985,"AT3G23170","PRP",NA,79.228
"21549","BraA02g000600.3C",-0.0186549250134079,4.1294236726364,0.0332408527427077,0.85533102219711,0.948167431193985,"AT5G02770","MOS11",NA,77.458
"21550","BraA04g023920.3C",-0.0237905056149635,3.67482928664895,0.0332057903952148,0.855406499295049,0.948167431193985,"AT2G33340","MAC3B","MOS4-associated  complex 3B",91.834
"21551","BraA07g028540.3C",0.0333358573849639,2.97927212883767,0.0331982674719029,0.855422698908824,0.948167431193985,"AT1G73820",NA,"Ssu72-like family protein",89.175
"21552","BraA05g024160.3C",-0.0309969666397705,3.220545971937,0.0331872455464044,0.855446436582919,0.948167431193985,"AT3G22990","LFR",NA,87.879
"21553","BraA07g000900.3C",0.0583627344197582,1.74535987210644,0.0330999872337614,0.855634506780517,0.948279571233499,"AT2G19930",NA,"RNA-dependent RNA polymerase family protein",79.091
"21554","BraA03g007000.3C",0.0569206304970271,1.40588213984118,0.033094487085652,0.855646369973791,0.948279571233499,"AT5G15630","AtCOBL4","COBRA-like extracellular glycosyl-phosphatidyl inositol-anchored protein family",89.817
"21555","BraA01g006620.3C",-0.0550808456861934,1.06370520791444,0.0330549493022971,0.855731678461462,0.948279571233499,"AT4G31250","PRK7",NA,83.053
"21556","BraA02g042010.3C",-0.0310553467953603,2.69206592219553,0.033015661129145,0.855816500603067,0.948279571233499,"AT5G24620",NA,"Pathogenesis-related thaumatin superfamily protein",80.941
"21557","BraA09g009540.3C",0.0220488491984953,7.08845376343131,0.0330088619148903,0.855831185220383,0.948279571233499,"AT5G66540",NA,NA,82.342
"21558","BraA03g050430.3C",0.0256144584690192,3.06361917165009,0.0329680105690642,0.85591944691129,0.948279571233499,"AT4G22750","PAT13",NA,87.978
"21559","BraA06g000710.3C",0.0599169991069167,0.825932494683979,0.0329483487601721,0.855961947520476,0.948279571233499,"AT1G55190","PRA1.F2","PRA1 (Prenylated rab acceptor) family protein",80.668
"21560","BraA05g039190.3C",-0.044266312963483,3.02316040543351,0.0329301600582568,0.856001275553434,0.948279571233499,"AT3G06150",NA,NA,83.39
"21561","BraA02g044560.3C",-0.0337400460349199,2.43474992569877,0.0329229249850265,0.856016922515332,0.948279571233499,"AT5G64340","SAC51","sequence-specific DNA binding transcription factors;transcription regulators",71.963
"21562","BraA01g041530.3C",0.0316155373687937,5.98635596751009,0.0329188347205864,0.856025769128907,0.948279571233499,"AT3G07360","ATPUB9","plant U-box 9",83.707
"21563","BraA02g019500.3C",0.0646703134962211,1.45302585361933,0.0328774464826509,0.856115317483075,0.948279571233499,"AT1G69930","ATGSTU11","glutathione S-transferase TAU 11",90.574
"21564","BraA07g039310.3C",-0.0217930151120563,4.6277906998091,0.0328424674613892,0.856191044141074,0.948279571233499,"AT1G75820","ATCLV1","Leucine-rich receptor-like protein kinase family protein",80.499
"21565","BraA03g038600.3C",0.0472906799761591,1.82295952273847,0.0328348445888622,0.856207552549807,0.948279571233499,"AT3G18950",NA,NA,84.626
"21566","BraA04g000720.3C",0.0194363261494413,5.10280681418381,0.0328244590539732,0.856230047080122,0.948279571233499,"AT3G62290","ARFA1E","ADP-ribosylation factor A1E",91.575
"21567","BraA01g012190.3C",-0.0915575604014,0.0910200128266487,0.0328229237375837,0.856233372807667,0.948279571233499,"AT4G21480","STP12",NA,86.945
"21568","BraA09g064490.3C",-0.0328649671869115,3.67026670882733,0.0328102301800968,0.856260872051613,0.948279571233499,"AT2G32260","ATCCT1",NA,85.645
"21569","BraA06g028910.3C",-0.0272930932894728,3.74071654125908,0.03280480759204,0.856272621187411,0.948279571233499,"AT5G65460","KAC2","kinesin like protein for actin based chloroplast movement 2",90.682
"21570","BraA05g030240.3C",-0.0171403909774731,5.52302592681847,0.0327931534815846,0.856297875573566,0.948279571233499,"AT3G17240","mtLPD2","lipoamide dehydrogenase 2",88.255
"21571","BraA01g009040.3C",-0.0321527035264377,2.90340447124107,0.0327841556423856,0.856317377006797,0.948279571233499,"AT4G28440",NA,NA,88.222
"21572","BraA04g017440.3C",-0.0232566288505852,4.71220472120791,0.0327730048348194,0.856341548503393,0.948279571233499,"AT2G23740","SUVR5","nucleic acid binding;sequence-specific DNA binding transcription factors;zinc ion binding",79.485
"21573","BraA05g035010.3C",0.0166860394262836,7.85523436034587,0.0327431716846824,0.856406238419545,0.948307246250688,"AT3G11930",NA,"Adenine nucleotide alpha hydrolases-like superfamily protein",82.261
"21574","BraA09g062110.3C",0.036610175646483,3.12379064106196,0.0325755806882135,0.85677020815942,0.948660838088999,"AT1G09960","ATSUC4","sucrose transporter 4",84.196
"21575","BraA01g044100.3C",0.0213186043391017,4.53352450527379,0.032542879054013,0.856841341356281,0.948660838088999,"AT3G02630","AAD5",NA,88.497
"21576","BraA04g027070.3C",-0.0335022503916558,7.20947596880624,0.0325413344813832,0.856844702051585,0.948660838088999,"AT2G38170","ATCAX1","cation exchanger 1",87.529
"21577","BraA09g034960.3C",-0.0316515216976295,2.90418625772008,0.0323990011967226,0.857154746336262,0.948960123301692,"AT1G30070",NA,"SGS domain-containing protein",84.035
"21578","BraA07g000720.3C",-0.0325342009884709,3.17413642524179,0.0323057848342891,0.857358180503155,0.9491413576726,"AT2G20180","PIF1","phytochrome interacting factor 3-like 5",73.737
"21579","BraA01g012960.3C",0.0294929325540467,4.10019321429889,0.0322559556965771,0.857467051237314,0.949210441186166,"AT4G22270","ATMRB1",NA,86.024
"21580","BraA05g021200.3C",-0.0309154191296329,3.16611191841246,0.0322408578849078,0.857500055291253,0.949210441186166,"AT1G38131",NA,"O-fucosyltransferase family protein",89.887
"21581","BraA09g004300.3C",0.0536464346614515,1.17754749679487,0.0322184762861788,0.857548996499247,0.949220630571985,"AT5G48720","XRI","x-ray induced transcript 1",84.211
"21582","BraA07g012330.3C",-0.0369959447104527,2.65344042971045,0.0321833523594464,0.857625836383765,0.949245656901961,"AT1G24290",NA,"AAA-type ATPase family protein",82.98
"21583","BraA06g038110.3C",-0.0165775958163031,6.61912267821899,0.0321578381029219,0.857681680534158,0.949245656901961,"AT3G26720",NA,"Glycosyl hydrolase family 38 protein",91.471
"21584","BraA09g053060.3C",0.0282026330929057,2.69925007047151,0.0321536643767004,0.857690817924143,0.949245656901961,"AT1G11280",NA,"S-locus lectin protein kinase family protein",83.538
"21585","BraA02g016550.3C",0.0641931966144077,1.37407333347246,0.0321248788688422,0.857753853685663,0.949266827852804,"AT1G65200",NA,"Ubiquitin carboxyl-terminal hydrolase-related protein",74.004
"21586","BraA07g014360.3C",-0.0818648053946963,0.0894925104277929,0.0321069895011803,0.857793043291349,0.949266827852804,"AT1G23080","ATPIN7","Auxin efflux carrier family protein",83.495
"21587","BraA10g032290.3C",-0.0490835729397857,0.899630433256432,0.0320905066697179,0.857829161623345,0.949266827852804,"AT5G04000",NA,NA,90.123
"21588","BraA06g044390.3C",0.0327550598800991,2.2009412663068,0.0320350452494047,0.857950762915832,0.949317725275739,"AT4G39270",NA,"Leucine-rich repeat protein kinase family protein",83.595
"21589","BraA04g013120.3C",-0.0170242913743974,5.53575902365844,0.032020806739979,0.857981998915656,0.949317725275739,"AT5G40490","HLP1","RNA-binding (RRM/RBD/RNP motifs) family protein",83.972
"21590","BraA05g008480.3C",-0.0188382092126174,7.84252094632515,0.0320151650522718,0.857994377457435,0.949317725275739,"AT2G36880","MAT3","methionine adenosyltransferase 3",87.287
"21591","BraA02g014170.3C",-0.0618310396415378,0.609327151566992,0.031962242367424,0.858110551042802,0.949402289996316,"AT5G54095",NA,NA,79.524
"21592","BraA09g044840.3C",-0.0455711359944363,2.26765680011525,0.0319223426243411,0.858198202868193,0.94945529224321,"AT3G53880","AKR4C11",NA,90.062
"21593","BraA06g020030.3C",-0.0508532342742804,1.32246821069514,0.0318840362702524,0.858282407535371,0.949504476043391,"AT3G46870",NA,NA,87.468
"21594","BraA01g031820.3C",0.0226786020001945,3.82156998711885,0.0318592893635312,0.858336833707492,0.949520713327988,"AT3G22180",NA,NA,75.752
"21595","BraA02g018120.3C",-0.0288908433131186,2.84720230005635,0.0317953310003318,0.858477599225154,0.949529644697528,"AT2G25710","HCS1","holocarboxylase synthase 1",86.745
"21596","BraA10g026770.3C",0.0273836842082525,3.95776389321089,0.0317867524236561,0.858496490861966,0.949529644697528,"AT5G11380","DXPS3","1-deoxy-D-xylulose 5-phosphate synthase 3",87.698
"21597","BraA08g019280.3C",0.115556238480194,0.515529316698822,0.0317857258464542,0.858498751753949,0.949529644697528,"AT4G27850",NA,NA,75.949
"21598","BraAnng006380.3C",-0.269234957016509,0.529855073199969,0.0317637352984903,0.858547191894025,0.949529644697528,"AT5G16280",NA,"Tetratricopeptide repeat (TPR)-like superfamily protein",89.28
"21599","BraA01g004180.3C",0.0732112659858451,-0.0658999004026149,0.0317532036226318,0.858570396890416,0.949529644697528,"AT4G34131","UGT73B3","UDP-glucosyl transferase 73B3",83.609
"21600","BraA03g051590.3C",-0.0306172280708236,4.62113250538203,0.0317473016407739,0.858583402774054,0.949529644697528,"AT4G23990","ATCSLG3","cellulose synthase like G3",85.2
"21601","BraA08g003220.3C",-0.0224146009995946,5.70419592600097,0.0316554178573583,0.858786043271844,0.949697038728342,"AT1G50020",NA,NA,86.491
"21602","BraA05g010280.3C",-0.0724080687722209,1.15151141658339,0.031642627019842,0.858814276231147,0.949697038728342,"AT2G34770","ATFAH1",NA,87.115
"21603","BraA02g023990.3C",-0.036891112116442,1.77765967883305,0.0315875881499643,0.858935829642119,0.949787487779056,"AT1G77280",NA,"Protein kinase protein with adenine nucleotide alpha hydrolases-like domain",88.326
"21604","BraA05g037370.3C",0.0155092211946235,5.3485240071232,0.0315533688160201,0.859011458163542,0.949803064409564,"AT3G08930",NA,NA,89.932
"21605","BraA02g006190.3C",0.0573851739926282,1.23284198897042,0.0315157990971926,0.859094540141926,0.949803064409564,"AT5G15770","AtGNA1","glucose-6-phosphate acetyltransferase 1",80.963
"21606","BraA03g032060.3C",-0.0631416169065794,0.883837422141885,0.0315157110361213,0.859094734940876,0.949803064409564,"AT3G05270","VETH1","Plant protein of unknown function (DUF869)",76.471
"21607","BraA01g012240.3C",0.0770660242905012,0.459934345840033,0.0315092812300932,0.859108959004415,0.949803064409564,"AT4G21530","APC4",NA,89.7
"21608","BraA07g014430.3C",-0.0447704839987072,1.13884588085019,0.031428993922475,0.859286697374603,0.949955601022052,"AT1G22910",NA,"RNA-binding (RRM/RBD/RNP motifs) family protein",86.649
"21609","BraA09g063010.3C",0.0159150713960762,7.01305993618736,0.0313859408812718,0.85938210375574,0.949991565820667,"AT1G07920",NA,"GTP binding Elongation factor Tu family protein",94.37
"21610","BraA06g028040.3C",-0.0182572629308868,6.84997924548202,0.0313784247195237,0.859398766635324,0.949991565820667,"AT5G64580","EMB3144","AAA-type ATPase family protein",91.026
"21611","BraA01g005630.3C",-0.0533370683526847,1.58266299623133,0.0312535620592413,0.859675881352943,0.950237384250391,"AT4G32430","GRS1",NA,83.755
"21612","BraA01g000270.3C",-0.0178212809727593,6.96130380833859,0.031230262772592,0.859727653931728,0.950237384250391,"AT4G39090","RD19",NA,86.937
"21613","BraA01g013480.3C",-0.017426934707132,9.33608189785433,0.0312220806385355,0.859745839907524,0.950237384250391,"AT4G22890","PGR5-LIKE A","PGR5-LIKE A",88.854
"21614","BraA03g032110.3C",-0.0546545331144712,1.11568100166734,0.031205695685447,0.859782265223454,0.950237384250391,"AT3G05420","ACBP4","acyl-CoA binding protein 4",89.64
"21615","BraA02g026960.3C",0.0454589352521475,1.21315101759406,0.031177069977204,0.859845926578846,0.950237384250391,"AT4G02370",NA,NA,82.192
"21616","BraA01g044230.3C",0.0804156801954336,-0.0258764652104244,0.031116890200714,0.859979860083915,0.950237384250391,"AT2G47510","FUM1","fumarase 1",78.744
"21617","BraA03g063770.3C",-0.0256252676017537,3.86765355499664,0.0311110403911776,0.859992886285635,0.950237384250391,"AT5G51710","ATKEA5","K+ efflux antiporter 5",90.398
"21618","BraA03g029100.3C",-0.0361189981118897,3.25035644993031,0.0311083068828601,0.859998973622817,0.950237384250391,"AT4G02420","LecRK-IV.4",NA,79.074
"21619","BraA08g034950.3C",-0.0164591136016713,6.24389835069192,0.0310888414726556,0.860042329744156,0.950237384250391,"AT1G04300","MUSE13","TRAF-like superfamily protein",82.412
"21620","BraA07g032130.3C",0.0276601182738098,2.7015847223123,0.0310541947741889,0.860119534420827,0.950237384250391,"AT1G66460",NA,"Protein kinase superfamily protein",87.063
"21621","BraA04g018630.3C",-0.0193347495614088,4.37471962915764,0.0310205333726969,0.860194586060134,0.950237384250391,"AT2G25190",NA,"PPPDE putative thiol peptidase family protein",84.667
"21622","BraA04g004890.3C",-0.060352588421073,0.797399919739476,0.0310187123556389,0.860198647406205,0.950237384250391,"AT3G55130","ABCG19",NA,82.209
"21623","BraA07g029420.3C",-0.0201738521185386,3.73099451975464,0.0310041298299346,0.860231174700639,0.950237384250391,"AT1G71820","SEC6","SEC6",92.882
"21624","BraA07g038420.3C",0.0279890145137435,2.5738971813919,0.0309778068713413,0.860289909785411,0.950237384250391,"AT1G74520","ATHVA22A","HVA22 homologue A",91.393
"21625","BraA03g027410.3C",0.0186046213799202,6.47606280782796,0.0309761584588131,0.860293588785936,0.950237384250391,"AT4G10840","KLCR1","Tetratricopeptide repeat (TPR)-like superfamily protein",84.779
"21626","BraA03g009010.3C",0.0196140439624802,4.45629750006236,0.0309536984356278,0.860343726125373,0.950237384250391,"AT5G19150",NA,"pfkB-like carbohydrate kinase family protein",88.789
"21627","BraA06g013690.3C",0.0914711429167968,-0.0105421826619601,0.0309445282903411,0.860364201962343,0.950237384250391,"AT1G17920","HDG12","homeodomain GLABROUS 12",84.771
"21628","BraA03g049870.3C",0.0346277742473407,4.22430939727985,0.0309428101626743,0.860368038683702,0.950237384250391,"AT5G11250","BURNOUT1","Disease resistance protein (TIR-NBS-LRR class)",74.844
"21629","BraA07g028040.3C",-0.0155492226376335,5.26966894043424,0.030938823468027,0.860376941726043,0.950237384250391,"AT1G74920","ALDH10A8","aldehyde dehydrogenase 10A8",90.228
"21630","BraA03g003200.3C",-0.032613337415253,5.31384955254921,0.0308867858099262,0.860493205927637,0.950321854054526,"AT5G07860",NA,"HXXXD-type acyl-transferase family protein",82.58
"21631","BraA09g043660.3C",-0.0374496413914779,1.16799210198024,0.0308578295066049,0.860557944752536,0.950349414462974,"AT3G52480",NA,NA,80.064
"21632","BraA02g043360.3C",-0.0852752737540312,-0.403918828479282,0.0308272696781842,0.860626302616039,0.950380968791233,"AT5G62020","AT-HSFB2A","heat shock transcription factor  B2A",68.379
"21633","BraA03g033370.3C",-0.0465162482374548,0.915746534073126,0.0307635680407685,0.860768906227066,0.950494505244402,"AT3G07630","ADT2","arogenate dehydratase 2",85.253
"21634","BraA04g004670.3C",-0.0232961065200822,4.72803084763931,0.0307373018622989,0.860827750467743,0.950505213925771,"AT5G59300","ATUBC7","ubiquitin carrier protein 7",80.894
"21635","BraA04g024640.3C",0.0873547483008972,0.272516002654053,0.0307169852159177,0.860873283721376,0.950505213925771,"AT2G34440","AGL29","AGAMOUS-like 29",81.524
"21636","BraA06g038230.3C",0.0156023258812362,5.73620040481822,0.0307022276403188,0.86090636783122,0.950505213925771,"AT3G26570","ORF02","phosphate transporter 2;1",86.587
"21637","BraA04g003910.3C",-0.0232403265646584,3.28834414125508,0.0306719485811087,0.860974274276963,0.950505213925771,"AT3G56590",NA,"hydroxyproline-rich glycoprotein family protein",87.402
"21638","BraA09g039930.3C",-0.0509082314749725,1.62253056684239,0.0306642069569918,0.860991641859891,0.950505213925771,"AT1G23220",NA,"Dynein light chain type 1 family protein",85.411
"21639","BraA07g041650.3C",0.0326077702068912,1.81370362046682,0.0306527518414406,0.861017344446574,0.950505213925771,"AT1G78560","BASS1","Sodium Bile acid symporter family",82.692
"21640","BraA10g022170.3C",-0.0273637382273362,4.16130518939028,0.0306228595135352,0.86108443912458,0.95050596066799,"AT5G17910",NA,NA,77.913
"21641","BraA04g014050.3C",-0.0383278749811482,1.95616307818854,0.0306169972981998,0.861097601089081,0.95050596066799,"AT5G41560","DDA1",NA,86.928
"21642","BraA03g043110.3C",-0.0305823047152051,2.46839892943018,0.0305168767699975,0.86132259453091,0.950697168165713,"AT2G16430","ATPAP10","purple acid phosphatase 10",86.341
"21643","BraA09g046300.3C",0.0297464957470097,3.11383121800639,0.03048598919829,0.861392082628666,0.950697168165713,"AT3G55480","AP-3 beta","protein affected traf&#64257;cking 2",88.065
"21644","BraA02g027410.3C",0.0705177565859556,0.21702249569811,0.0304642403666904,0.861441032971894,0.950697168165713,"AT4G03115",NA,"Mitochondrial substrate carrier family protein",89.617
"21645","BraA10g013750.3C",-0.03437030658569,2.80208506941363,0.0304501397891102,0.861472778924205,0.950697168165713,"AT5G55850","NOI","RPM1-interacting protein 4 (RIN4) family protein",93.13
"21646","BraA03g025750.3C",0.023730881246737,5.36727534438161,0.0304427301468202,0.861489463982405,0.950697168165713,"AT2G23810","TET8","tetraspanin8",82.603
"21647","BraA05g012690.3C",-0.0583496527410765,0.673554316468136,0.0304337841086983,0.861509611490422,0.950697168165713,"AT2G32235",NA,NA,72.481
"21648","BraA01g004090.3C",-0.0174584520250836,4.82674264905532,0.0304054039667179,0.861573547040174,0.95071637048453,"AT3G42050",NA,NA,88.362
"21649","BraA07g038000.3C",-0.0587403083384894,0.926423544232465,0.0303698589116479,0.861653667283703,0.95071637048453,"AT1G74000","SS3","strictosidine synthase 3",82.734
"21650","BraA03g005750.3C",0.017872440261304,4.6698402671806,0.0303660731287643,0.861662203464344,0.95071637048453,"AT5G13450","ATP5","delta subunit of Mt ATP synthase",85.714
"21651","BraA06g037550.3C",0.0433932183151434,2.01192959212517,0.0303554284454393,0.861686208027485,0.95071637048453,"AT4G27710","CYP709B3","cytochrome P450, family 709, subfamily B, polypeptide 3",83.923
"21652","BraA07g014160.3C",0.0394177392810488,1.95073681594342,0.0303261448515002,0.861752267122298,0.950745342555767,"AT1G23460",NA,"Pectin lyase-like superfamily protein",85.754
"21653","BraA03g030300.3C",0.0911442841693755,0.0856544629651331,0.0303020944861103,0.861806545473357,0.950761315211174,"AT3G01750",NA,"Ankyrin repeat family protein",85.898
"21654","BraA08g020280.3C",-0.0179715789599719,4.5608518925727,0.0302059686863494,0.862023710039325,0.950919722324862,"AT4G24820",NA,"26S proteasome, regulatory subunit Rpn7;Proteasome component (PCI) domain",90.034
"21655","BraA04g021240.3C",0.0297479329097714,6.55359326151284,0.0302032989053451,0.862029746606869,0.950919722324862,"AT2G29670",NA,NA,76.203
"21656","BraA08g012440.3C",-0.0980160848302318,0.302960178963189,0.0301725052893431,0.862099393072804,0.950952636762243,"AT4G17500","AtERF#100",NA,80.127
"21657","BraA03g003800.3C",0.0160855588539411,6.14722740489245,0.030130113832076,0.862195330501868,0.950960435123824,"AT5G08680",NA,"ATP synthase alpha/beta family protein",88.228
"21658","BraA08g028950.3C",0.0407308621387849,1.77849521244117,0.0301007841549286,0.862261748105716,0.950960435123824,"AT1G18040","AT;CDCKD;3","cyclin-dependent kinase D1;3",89.316
"21659","BraA05g007920.3C",-0.0164619246002599,6.71856546834007,0.0300975407639257,0.862269094871895,0.950960435123824,"AT2G37630","AS1","myb-like HTH transcriptional regulator family protein",84.826
"21660","BraA01g007800.3C",-0.0200451004347214,3.8977004959686,0.0300460548224564,0.862385772894653,0.950960435123824,"AT4G28920",NA,NA,81.25
"21661","BraA01g003740.3C",-0.039604788950748,4.60452766797507,0.0300315054381883,0.862418763531494,0.950960435123824,"AT4G34540","GVS1","NmrA-like negative transcriptional regulator family protein",81.363
"21662","BraA08g030780.3C",0.0416357549047966,1.56630822671291,0.0300169223230569,0.862451838914034,0.950960435123824,"AT1G12300","RFL2","Tetratricopeptide repeat (TPR)-like superfamily protein",77.902
"21663","BraA06g026720.3C",0.0266445887073571,3.99180762630345,0.0299922312742886,0.862507858571448,0.950960435123824,"AT5G63135",NA,NA,87.255
"21664","BraA06g000770.3C",-0.0157325681777592,4.75237086091632,0.0299771165666058,0.862542162911387,0.950960435123824,"AT1G54220","mtE2-3","Dihydrolipoamide acetyltransferase, long form protein",85.528
"21665","BraA05g003320.3C",-0.0211852160868339,3.29661709971339,0.0299633227356111,0.862573477164374,0.950960435123824,"AT2G43020","ATPAO2","polyamine oxidase 2",87.508
"21666","BraA02g023670.3C",0.0951993796054957,0.418031230120795,0.0299526291942307,0.862597758361575,0.950960435123824,"AT1G76800","AtVTL2","Vacuolar iron transporter (VIT) family protein",87.018
"21667","BraA07g042190.3C",-0.0191052660476221,4.51803235532715,0.0299357309243042,0.862636137374815,0.950960435123824,"AT1G79210",NA,"N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein",92.232
"21668","BraA01g012730.3C",-0.0662185218586702,0.849110807224442,0.0299180448552221,0.862676317572415,0.950960435123824,"AT4G22070","ATWRKY31",NA,88.854
"21669","BraA08g024780.3C",0.0156735057415492,4.21805594155781,0.0299153247599513,0.862682498321636,0.950960435123824,"AT1G27650","ATU2AF35A","U2 snRNP auxiliary factor small subunit, putative",77.839
"21670","BraA06g019360.3C",-0.0389459249848506,2.25160252268563,0.029906427143839,0.8627027179934,0.950960435123824,"AT3G47630",NA,NA,89.82
"21671","BraA01g003290.3C",-0.0233472106914119,3.44985017877955,0.0299060391832633,0.862703599697271,0.950960435123824,"AT4G35080",NA,"high-affinity nickel-transport family protein",85.732
"21672","BraA10g025110.3C",-0.0252194382192775,3.44329658322613,0.0298232696259717,0.862891841914878,0.95112404575778,"AT5G13760",NA,"Plasma-membrane choline transporter family protein",83.443
"21673","BraA09g007380.3C",0.0348505110292519,2.40655829479559,0.0297217922340387,0.86312299868792,0.951204804430956,"AT5G62680","AtNPF2.11","Major facilitator superfamily protein",85.016
"21674","BraA02g018420.3C",0.0384410304108537,1.85418610878751,0.0296948706327633,0.863184391956042,0.951204804430956,"AT1G68490",NA,NA,79.701
"21675","BraA03g036790.3C",0.0245930238655012,3.48442417903339,0.0296754098355549,0.863228789106851,0.951204804430956,"AT3G15070","TEAR2","RING/U-box superfamily protein",72.018
"21676","BraA04g021420.3C",0.0239934750759721,4.08240306703169,0.0296713026240383,0.863238161064396,0.951204804430956,"AT2G30110","ATUBA1",NA,89.484
"21677","BraA03g002220.3C",0.0450774061269737,1.80588455078578,0.0296563915158998,0.863272191290123,0.951204804430956,"AT5G05760","ATSED5","syntaxin of plants 31",86.465
"21678","BraA08g005500.3C",0.0826772200840936,0.488293793474526,0.0296489513443134,0.863289174591235,0.951204804430956,"AT1G45545",NA,"Plant protein of unknown function (DUF827)",81.141
"21679","BraA08g014260.3C",-0.0384653894023528,2.33399216651483,0.0296312121890629,0.863329675712313,0.951204804430956,"AT4G21710","EMB1989",NA,90.932
"21680","BraA10g016530.3C",-0.0310115188684566,2.56003382303803,0.0296233841965865,0.863347552149038,0.951204804430956,"AT5G58640",NA,"Selenoprotein, Rdx type",87.681
